location,coordinates,name,room type,room price,number of reviews,minimum nights,availibility,rooms rent by the host
 Cortes,"40.41450967692503, -3.7017077277728916",Bohemian attic in Sol,Private room,50,5,1,0,1
 Embajadores,"40.40964319193446, -3.7011713368754404",Where Dreams Come True,Entire home/apt,80,9,1,0,1
 Justicia,"40.42557828484246, -3.699605240080706",MIMA Suites Chueca,Entire home/apt,124,0,2,90,1
 Castilla,"40.46782975647336, -3.685555705900436",Miniestudio completo independiente,Entire home/apt,40,7,2,89,2
 Casco Histórico de Vallecas,"40.381935898560265, -3.621227338841858","Habitación Madrid,  comunicada con RENFE y Metro",Private room,30,0,2,0,1
 Universidad,"40.424947374833025, -3.7068160305876843",Preciosa  habitación en  pleno barrio de Malasaña!,Private room,69,7,1,89,2
 Acacias,"40.402844136342225, -3.7021112816163293",Estudio en excelente zona de Madrid.,Entire home/apt,55,2,1,0,1
 Almagro,"40.43307470106939, -3.690583316211991",Bright apartment in Chamberi Free WiFi,Entire home/apt,98,0,1,0,4
 Puerta Bonita,"40.38418293956301, -3.7389221082360193",Alojamiento en centro de Madrid,Private room,30,0,1,365,1
 Cortes,"40.41313018498221, -3.6976190877254345",Preciosa habitación doble en el centro de Madrid!,Private room,60,0,1,179,2
 Ibiza,"40.420114662115715, -3.678333739055285",Habitación a 50 metros del Retiro,Private room,40,0,3,180,1
 Almagro,"40.43600665591343, -3.6955193231013155",Shiny and calm apartment in Chamberi!wifi/1 px,Entire home/apt,50,0,20,0,1
 Sol,"40.417569540702594, -3.7055499164781094",Luminosa habitacion en Madrid Centro,Private room,42,1,2,0,1
 Abrantes,"40.38529962756486, -3.72766788563211","Habitacion cómoda y tranquila, linda muy cálida",Private room,23,7,2,180,1
 Colina,"40.4540700898665, -3.6605899050044934",Amazing studio in Madrid & Wifi,Entire home/apt,123,0,1,365,7
 San Isidro,"40.397391646797196, -3.7241694539883583",Buena vibra,Private room,25,1,4,365,1
 Pueblo Nuevo,"40.429317824219545, -3.6447519512649187",Habitación acogedora a 15 min del Retiro y Callao,Private room,29,3,1,364,1
 Trafalgar,"40.43311879522159, -3.703307706611775",This flat is located in Chamberi,Entire home/apt,95,0,7,364,2
 Sol,"40.41597419024945, -3.708796869696733",MERCADO SAN MIGUEL y PLAZA MAJOR!,Entire home/apt,80,5,2,0,1
 Puerta Bonita,"40.37824966626986, -3.744171598737752",Preciosa habitación con jardín,Private room,30,0,4,90,5
 Cármenes,"40.40695120174736, -3.723047617828519",ACOGEDOR PISO EN MADRID RIO,Entire home/apt,150,0,2,0,1
 Numancia,"40.398213992278194, -3.651970747771307","Loft luminoso, mejores vistas de Madrid",Entire home/apt,45,0,2,89,1
 Vista Alegre,"40.37836425858138, -3.7485609554906745",Home madrid,Entire home/apt,52,0,1,365,1
 Recoletos,"40.42101868487048, -3.686875113884184",Ático de Lujo frente al Parque el Retiro,Entire home/apt,71,0,20,365,2
 Vista Alegre,"40.387203198630445, -3.743942842457289",Habitación doble a 3 minutos del metro Carabanchel,Private room,28,2,2,0,2
 Berruguete,"40.4595014443538, -3.7013430101697655",Luxury Bernabéu - The 'Berlin' Room,Private room,50,0,2,0,6
 El Viso,"40.44355842019155, -3.6790474166665885","Cosy home central heating, balcony dining outdoors",Entire home/apt,39,0,1,0,1
 San Cristobal,"40.340938941076764, -3.688325719331607",Ambiente diferente,Private room,25,0,3,179,1
 Cortes,"40.41392784482483, -3.7026129812335737",Apartamento con encanto en la Plaza de Santa Ana,Entire home/apt,100,1,2,90,1
 Buenavista,"40.36584193802309, -3.75524307164991",Habitación,Private room,13,0,1,0,1
 Puerta Bonita,"40.38555545493106, -3.729756471438013",Private big room available,Private room,35,0,1,0,1
 Butarque,"40.35342700881631, -3.680295328899377",Alquiler de habitación,Private room,25,0,1,364,1
 Comillas,"40.39332656646141, -3.706595822566018",Habitación Nido,Private room,35,0,1,1,1
 Concepción,"40.435476739399164, -3.6522384324111496",Habitación/ baño privado Barrio de la Concepción,Private room,33,0,1,365,2
 Argüelles,"40.43047845521831, -3.720675149982613",New Arguelles Unique Bedroom in a very calm place,Private room,45,0,3,0,5
 Palos de Moguer,"40.40388287982386, -3.6975365743774256",Beautiful apt with pool access,Entire home/apt,144,0,1,365,1
 Embajadores,"40.40801045030273, -3.700074219564214",Ático centro dos terrazas,Private room,55,0,1,180,2
 Universidad,"40.42823304153422, -3.703579004424581",Downtown Madrid Flat up to 6 guests,Entire home/apt,100,0,1,0,6
 Embajadores,"40.40797171917997, -3.7084677424672754",Bonito y acogedor apartamento en centro (Rastro),Entire home/apt,67,0,2,0,4
 Trafalgar,"40.43516085599203, -3.7025688383913855",Habitación grande en Chamberí,Private room,18,0,30,364,4
 Justicia,"40.4198468732783, -3.697991571322395",Cozy apartmen in Gran Vía,Entire home/apt,30,0,2,365,2
 Aguilas,"40.374907814679254, -3.765606068362341",Habitación económica,Private room,25,0,1,0,1
 Delicias,"40.399151273538095, -3.6937242593761925",Delicias 22 HAB A,Entire home/apt,45,0,5,365,6
 Embajadores,"40.411844177567104, -3.7085350362868654",Piso 2 habitaciones en centro Madrid. El Rastro.,Entire home/apt,50,0,60,364,1
 Almenara,"40.47362874261406, -3.694763997553624",Habitacion en Ventilla. A 10min de Pza Castilla.,Private room,18,0,30,180,1
 Acacias,"40.39799278788314, -3.7088720754940034",Grand appartement proche centre ville.,Entire home/apt,50,1,1,0,1
 Justicia,"40.42565646123489, -3.6982980542740305","HABITACION , MADRID HORTALEZA .  (Centro )",Private room,20,0,1,365,1
 Sol,"40.416279610534694, -3.708068180889875",☆  The Green Coach PENTHOUSE ☆ Top location ☆ AC ✔,Entire home/apt,80,0,3,179,6
 Cuatro Caminos,"40.44775308947536, -3.6991821103787808",Habitación Doble Con Baño Compartido,Private room,40,0,1,365,3
 Cuatro Caminos,"40.44794543899651, -3.6997583593359202",Habitación Doble 2 Camas Individuales,Private room,45,0,1,365,3
 Legazpi,"40.386553051482366, -3.693407746395193",Apartmento Arganzuela- Madrid Rio,Entire home/apt,50,0,15,1,6
 Embajadores,"40.410074926099256, -3.7038770383300306","Cool room @La Latina, fresh & quiet",Private room,14,5,14,364,4
 Casco Histórico de Vallecas,"40.37261952631935, -3.6235720216070733",Habitacion con litera para 2 o 3,Private room,22,4,1,0,1
 Universidad,"40.42229399236905, -3.7069051218289766",Habitacion Madrid Centro MUY BIEN SITUADO!,Private room,45,7,3,365,1
 Puerta Bonita,"40.37802724077985, -3.7432540069850306",I share my flat.Two (Website hidden by Airbnb) .,Entire home/apt,20,1,1,0,1
 Argüelles,"40.42980218875238, -3.7206300322319206",Estudio en el Paseo del Pintor Rosa,Entire home/apt,34,13,7,365,3
 Rejas,"40.444092894331014, -3.573426535640924",Madrid Plenilunio,Private room,48,2,1,0,1
 Palos de Moguer,"40.40252923992006, -3.697853177339579","Room in central apartment, good breakfast included",Private room,35,125,3,89,1
 Universidad,"40.421657108785425, -3.7028127738082866",PENTHOUSE with Lovely Terrace,Entire home/apt,130,123,3,364,1
 Rios Rosas,"40.439126537357886, -3.699192367255868",Quiet room in historical Chamberí (Ponzano area),Private room,39,42,1,89,2
 Universidad,"40.42293400807856, -3.701620794258144",Apartamento Madrid Centro(GRAN VIA),Entire home/apt,65,90,2,1,2
 Justicia,"40.420857403762916, -3.6974555317102213",Stunning 1 bedroom flat in Chueca,Entire home/apt,55,12,7,89,1
 Universidad,"40.42585547693989, -3.7073869422812313",Malasaña district center Madrid,Private room,45,0,3,364,1
 Palacio,"40.42028927986481, -3.7080511721017317",camera centro Madrid,Private room,60,0,2,0,1
 Embajadores,"40.40898711986858, -3.6913648440415745",Habitación privada junto a Atocha G,Private room,31,182,5,0,5
 Embajadores,"40.41174602355042, -3.70030190160689",Precioso apartamento en el centro.,Entire home/apt,59,6,2,0,1
 Castillejos,"40.46421080871857, -3.6937387266163744",Plaza de Castilla con garaje.,Entire home/apt,50,35,6,0,2
 Universidad,"40.42777953354638, -3.7049976352759377",Ático con Terraza y Maravillosas Vistas,Entire home/apt,95,3,2,179,1
 Acacias,"40.39999475971549, -3.7036608484984757",Preciosa habitación en Embajadores,Private room,60,0,1,0,1
 Justicia,"40.42228869304781, -3.695933387326537",Más que una habitación !,Private room,50,151,2,0,3
 Universidad,"40.42130799647784, -3.7028649110206913",LOVELY APARTMENT(GRAN VIA),Entire home/apt,50,37,2,365,2
 Berruguete,"40.46188356325332, -3.7087027122924434",Habitación muy acogedora en Madrid,Private room,18,3,15,1,4
 Embajadores,"40.40821667236681, -3.7067360266247324",Bright and cozy apartment in Madrid,Entire home/apt,50,0,5,0,1
 Palacio,"40.42130163889403, -3.7090248140404656",STUDIO-LOFT IN PLAZA DE ESPAÑA,Entire home/apt,55,21,3,365,1
 Imperial,"40.40895620208158, -3.7212079401734264",Cozy Oasis in the heart of Madrid,Entire home/apt,55,2,7,0,1
 Cortes,"40.41578384437474, -3.7007617256515744","Studio in Center, Sol - Check in 24h.",Entire home/apt,69,156,3,0,3
 Cuatro Caminos,"40.45510571610841, -3.697235749667518",Habitación en casa  junto a PºCastellana- Bernabéu,Private room,32,79,3,365,1
 Guindalera,"40.43798359449149, -3.672843806100313",Apartamento en Madrid,Entire home/apt,148,119,3,180,5
 Orcasur,"40.36901817216465, -3.7029593386872364",Habitación cómoda y tranquila.,Private room,25,79,2,0,1
 San Diego,"40.386832051009335, -3.6682554707568764",Cozy single room 20min.from Centre,Private room,14,1,30,365,5
 Cortes,"40.41424423112801, -3.699389070043177","Piso amplio, mejor zona de MADRID centro SOL",Entire home/apt,115,23,30,0,1
 Embajadores,"40.40975016865678, -3.69735367126341",Attic Apartment with Terrace,Entire home/apt,70,17,3,0,1
 Valdefuentes,"40.488340120503544, -3.6715570300565896",Loft perfecto para 3 personas,Entire home/apt,85,0,1,0,1
 Concepción,"40.43484705547976, -3.658677070660735",Habitacion privada y muy luminosa,Private room,19,16,15,364,3
 Cortes,"40.413812664745, -3.700764277243803","Beautiful, modern flat - Santa Ana!",Entire home/apt,90,0,4,0,1
 Ibiza,"40.41721751504439, -3.6777158393080196",Big Double room in front of Retiro,Private room,36,32,2,0,1
 Prosperidad,"40.443095866844644, -3.6700010305119326",Precioso Apto. céntrico totalmente equipado,Entire home/apt,65,0,2,0,1
 Sol,"40.41936357360869, -3.706451485421662",Amazing centric apartment at Preciados Street,Entire home/apt,90,118,2,179,3
 Embajadores,"40.411075116716844, -3.69629289906009",Love is in the Air.,Entire home/apt,130,79,2,365,3
 Justicia,"40.42636930145968, -3.700691957343519",Nice and cozy apt in Malasaña.,Entire home/apt,100,5,2,0,1
 Justicia,"40.42579092144173, -3.6976332346896417",Acogedor piso totalmente reformado,Entire home/apt,65,0,1,0,1
 Ibiza,"40.41711718350475, -3.676922363938341","Muy luminoso, al lado del Retiro, reformado",Entire home/apt,90,0,2,0,1
 Embajadores,"40.40979563664746, -3.706217819611539",Amplia habitación con cama doble y baño privado,Private room,70,85,2,364,1
 Embajadores,"40.41111510032445, -3.704383065271434","Madrid Center: Puerta del Sol, Tirso de Molina",Private room,34,204,1,0,7
 Aluche,"40.38876305290024, -3.7579214428591996",Meet Madrid's sweetest neighborhood,Private room,9,14,1,0,1
 Ventas,"40.43132828894066, -3.656552135252002",Habitación individual,Private room,22,138,1,0,3
 Casa de Campo,"40.42253172813653, -3.7252432568627776",ático casa de campo,Entire home/apt,150,0,5,0,1
 Pilar,"40.47509085366853, -3.7087419967994286",Tu lugar de descanso después de recorrer la cuidad,Entire home/apt,37,0,3,0,1
 Delicias,"40.394663117277304, -3.6836811427804235",Apartamento en Atocha,Entire home/apt,85,1,3,0,1
 Palacio,"40.40836283076471, -3.713655344617704",Apartamento familiar en La Cornisa,Entire home/apt,80,1,2,0,1
 Almenara,"40.470625495746795, -3.6968723577126346","Atico dos dormitorios, amplio salón y terraza+wifi",Entire home/apt,60,5,4,0,1
 Almagro,"40.43481309144761, -3.695155037105827",Loft/Estudio con terraza en Madrid,Entire home/apt,90,50,2,0,1
 Opañel,"40.39327734087736, -3.7216187085902335",great penthouse next to Madrid Rio. free parking!,Entire home/apt,64,1,2,0,1
 San Diego,"40.3948869630185, -3.6676694887545063","Flat in Vallecas, very close to the center",Entire home/apt,30,0,2,0,1
 Legazpi,"40.38873378668059, -3.687879854581404",Madrid en verano,Private room,30,1,1,0,1
 Pacífico,"40.404973312090746, -3.6819698644625074",Una habitación cómoda en un buen barrio.,Private room,33,0,2,0,1
 Prosperidad,"40.44231845569434, -3.6767559746894722",CASA 2 HABITACIONES ZONA PRÍNCIPE DE VERGARA,Entire home/apt,40,5,3,0,1
 Embajadores,"40.4137336585157, -3.706166176384862","Mansard, Attic room in the heart of Madrid",Private room,24,224,2,365,4
 Comillas,"40.39305937515803, -3.7104169390274526",Habitación en loft cerca al Madrid Río,Private room,17,40,3,179,1
 Aeropuerto,"40.47074308183141, -3.577748037487297",Sencillo alojamiento a 15´ andando del aeropuerto,Private room,28,273,1,0,2
 Embajadores,"40.406784456605145, -3.7081655483650144",Preciosa casa en pleno centro de Madrid,Entire home/apt,80,8,2,0,1
 Cuatro Caminos,"40.44713441832486, -3.7032986998341233",Wonderful apartment with balcony,Entire home/apt,60,15,4,0,1
 Embajadores,"40.40863882882569, -3.699644278868775","Bright, cozy, peaceful and intimate Loft in Madrid",Entire home/apt,63,31,2,0,1
 Palacio,"40.416597490933576, -3.711159021337648",Walk to the Royal Palace from a Vibrant Apartment,Entire home/apt,180,80,28,180,1
 Gaztambide,"40.43316245851021, -3.7125325109786513","Habitación individual Argüelles, bien comunicado",Private room,14,5,1,0,1
 Universidad,"40.42145738163272, -3.707215023082832",Gran vía Charming estudio 2mins from Callao,Entire home/apt,88,2,2,0,4
 Embajadores,"40.410280727395, -3.7001246198692956",Piso reformado de 1 habitacion en el centro,Entire home/apt,45,134,3,179,1
 Canillejas,"40.446993375478776, -3.6146045274922596","Habitación doble con baño, zona IFEMA, Aeropuerto",Private room,50,2,2,0,1
 Universidad,"40.42927090918303, -3.7132839257045043","INCREDIBLE FLAT, GREAT LOCATION BY PLAZA ESPAÑA !",Entire home/apt,79,26,4,364,4
 Universidad,"40.427098842767656, -3.7047110394632865",Unique Duplex Attic w/modern amenities,Entire home/apt,85,21,5,1,1
 Cortes,"40.41268051792299, -3.696335153598097",Diseño y estilo en el centro rodeado de museos,Entire home/apt,120,62,2,0,1
 Palacio,"40.410806128916946, -3.714737117675361",New loft in the center,Entire home/apt,45,113,3,90,1
 Berruguete,"40.458680487783234, -3.710083679027105",Small cozy house,Entire home/apt,50,101,2,0,1
 Embajadores,"40.41060580221796, -3.707401131875953",Ático con terraza en La Latina,Entire home/apt,59,47,2,0,1
 Lista,"40.43636504243674, -3.677312129842098",Apartamento luminoso junto a estación Av. América.,Entire home/apt,75,112,2,0,1
 Sol,"40.416274300247345, -3.7049026800328586",Apartamento ideal para disfrutar de Madrid,Entire home/apt,90,65,3,365,1
 Adelfas,"40.39833252574227, -3.671250746685965",Apartamento Acogedor.,Entire home/apt,55,5,3,0,1
 Acacias,"40.403215354402214, -3.704527671199512",Comfortable apartment in Madrid center,Entire home/apt,65,9,2,0,1
 Lista,"40.430462032646005, -3.675400994713306",Wide & Stylish 2BD 2BTH - BARRIO DE SALAMANCA,Entire home/apt,142,60,4,365,1
 Canillas,"40.46166043815292, -3.6515045150510677",Pequeña habitacion CASA VEGETARIANA (35min de Sol),Private room,20,26,2,89,2
 Embajadores,"40.40829733683556, -3.7103069654934835",Double room in El Rastro (La Latina),Private room,40,35,3,89,4
 Lista,"40.433663897019834, -3.6771509769722712",Estudio de lujo en el centro de Madrid,Entire home/apt,79,128,2,0,1
 Prosperidad,"40.44389734398822, -3.674683932341397","IE 2-bed Flat: Fastest Wifi, Double bed, TV, AIR",Private room,9,7,1,364,2
 Prosperidad,"40.446402119807885, -3.6623448574074966","Penthouse WELL CONNECTED, near Alfonso XIII METRO",Entire home/apt,75,55,2,0,1
 Palacio,"40.41709136634454, -3.7096719929739224",WelcomeHome - Stylish Apartment Opera,Entire home/apt,150,74,2,90,1
 Gaztambide,"40.43243147505909, -3.7142241049550497",Habitación individual baño privado cerca a atocha,Private room,55,0,1,0,1
 Gaztambide,"40.43256348780218, -3.7130511360875107",Shopping and more,Entire home/apt,70,0,3,0,7
 Rejas,"40.44200869136389, -3.583048250772735",HABITACIÓN BAÑO PRIVADO ZONA AIRPORT IFEMA WANDA,Private room,39,95,1,365,2
 Cortes,"40.415904381952444, -3.7021034409686084","Private room, double bed SOL- CENTER",Private room,33,17,2,0,1
 Justicia,"40.422835141314216, -3.6981927744202086",Apartamento San Bartolome - CHUECA (Madrid),Entire home/apt,110,0,2,0,1
 Sol,"40.41598277231658, -3.7086618364101644",Habitacion grande en Plaza Mayor,Private room,50,0,1,0,1
 Justicia,"40.42456295577324, -3.698656233065406",Piso en Chueca !!,Entire home/apt,115,1,2,0,2
 Ciudad Jardín,"40.445467212425264, -3.6751982920241653",Habitación luminosa 2 personas,Private room,40,1,1,0,1
 Universidad,"40.4248540346178, -3.7059909619789013",WORLD PRIDE 2017 Perfect Location,Entire home/apt,153,0,3,0,1
 Acacias,"40.399592302682784, -3.7013649379797764",Apartamento con gato en Acacias,Entire home/apt,30,2,7,0,1
 Justicia,"40.421880324811625, -3.6969653889077363",Daniel House,Private room,45,21,1,180,1
 Universidad,"40.42580825956841, -3.70196538400922",Centrical Room to rent between Chueca and Malasaña,Private room,100,0,1,0,1
 Opañel,"40.39121937125196, -3.7263072026663853",Room Oporto Madrid Río,Private room,15,40,5,1,2
 Palacio,"40.409724851357375, -3.711532137544357",Habitación acogedora en El Centro de Madrid,Private room,30,3,1,0,1
 Justicia,"40.42200430991622, -3.6986730452109295",Habitación en Chueca en piso compartido.,Private room,35,133,1,179,2
 Delicias,"40.398911340120314, -3.6932749869737074",Habitación con dos camas en un piso en Delicias!,Private room,25,6,1,0,1
 Recoletos,"40.428144185244335, -3.6854432191262108",Gran apartamento barrio de Salamanca - retiro.,Private room,96,9,3,364,1
 Universidad,"40.42447022927108, -3.7102603974034674",Amazing apartment Plaza España,Entire home/apt,80,72,7,90,1
